id,name,externalid,,,,
3216,Rorschacherberg,,,,657,Interlaken
3217,Steinach,,,,658,Inwil
3218,Tübach,,,,659,Ipsach
3219,Untereggen,,,,660,Isenthal
322,Auswil,,,,661,Isérables
323,Bannwil,,,,662,Itingen
3231,Au (SG),,,,663,Ittigen
3232,Balgach,,,,664,Jaberg
3233,Berneck,,,,665,Jenins
3234,Diepoldsau,,,,666,Jona
3235,Rheineck,,,,667,Jonschwil
3236,St. Margrethen,,,,668,Jouxtens-Mézery
3237,Thal,,,,669,Kaisten
3238,Widnau,,,,670,Kallern
324,Bleienbach,,,,671,Kaltbrunn
325,Busswil bei Melchnau,,,,672,Kandergrund
3251,Altstätten,,,,673,Kandersteg
3252,Eichberg,,,,674,Kastanienbaum
3253,Marbach (SG),,,,675,Kaufdorf
3254,Oberriet (SG),,,,676,Kefikon
3255,Rebstein,,,,677,Kerns
3256,Rüthi (SG),,,,678,Kerzers
326,Gondiswil,,,,679,Kiental
3271,Buchs (SG),,,,680,Kiesen
3272,Gams,,,,681,Kilchberg
3273,Grabs,,,,682,Kirchberg
3274,Sennwald,,,,683,Kleinandelfingen
3275,Sevelen,,,,684,Kleindietwil
3276,Wartau,,,,685,Klingnau
3291,Bad Ragaz,,,,686,Klosters
3292,Flums,,,,687,Knonau
3293,Mels,,,,688,Knutwil / St. Erhard
3294,Pfäfers,,,,689,Kollbrunn
3295,Quarten,,,,690,Konolfingen
3296,Sargans,,,,691,Koppigen
3297,Vilters-Wangs,,,,692,Krauchthal
3298,Walenstadt,,,,693,Kreuzlingen
33,Kleinandelfingen,,,,694,Kriens
331,Lotzwil,,,,695,Kriessern
3311,Amden,,,,696,Krummenau
3312,Benken (SG),,,,697,Kräiligen
3313,Kaltbrunn,,,,698,Kulmerau
3315,Schänis,,,,699,Kägiswil (OW)
3316,Weesen,,,,700,Kölliken
332,Madiswil,,,,701,Köniz
333,Melchnau,,,,702,Küblis
3338,Schmerikon,,,,703,Kümmertshausen
3339,Uznach,,,,704,Küsnacht
3340,Rapperswil-Jona,,,,705,Küssnacht
3341,Gommiswald,,,,706,Küssnacht am Rigi
3342,Eschenbach (SG),,,,707,Küttigen
335,Oeschenbach,,,,708,L'Abbaye
3352,Ebnat-Kappel,,,,709,L'Auberson
3359,Wildhaus-Alt St. Johann,,,,710,L'Isle
336,Reisiswil,,,,711,L'Orient
3360,Nesslau,,,,712,LA TOUR-DE-TREME
337,Roggwil ,,,,713,La Chaux-de-Fonds
3372,Hemberg,,,,714,La Comballaz
3374,Lichtensteig,,,,715,La Conversion
3375,Oberhelfenschwil,,,,716,La Croix sur Lutry
3378,Neckertal,,,,717,La Cure
3379,Wattwil,,,,718,La Ferrière
338,Rohrbach,,,,719,La Lecherette
339,Rohrbachgraben,,,,720,La Lécherette
3392,Kirchberg (SG),,,,721,La Neuveville
3393,Lütisburg,,,,722,La Sagne
3394,Mosnang,,,,723,La Sarraz
3395,Bütschwil-Ganterschwil,,,,724,La Tour de Peilz
34,Laufen-Uhwiesen,,,,725,La Tour-de-Peilz
340,Rütschelen,,,,726,Laax
3401,Degersheim,,,,727,Landiswil
3402,Flawil,,,,728,Landquart
3405,Jonschwil,,,,729,Landschlacht
3407,Oberuzwil,,,,730,Langenbühl
3408,Uzwil,,,,731,Langenthal
341,Schwarzhäusern,,,,732,Langnau
342,Thunstetten,,,,733,Langnau a.A.
3422,Niederbüren,,,,734,Lanzenhausern
3423,Niederhelfenschwil,,,,735,Lanzenhäusern
3424,Oberbüren,,,,736,Lanzenneunforn
3426,Zuzwil (SG),,,,737,Latterbach
3427,Wil (SG),,,,738,Laufen
344,Ursenbach,,,,739,Laufenburg
3441,Andwil (SG),,,,740,Laupen
3442,Gaiserwald,,,,741,Lauperswil
3443,Gossau (SG),,,,742,Lausanne
3444,Waldkirch,,,,743,Lausanne 26
345,Wynau,,,,744,Lausen
35,Marthalen,,,,745,Lavey
3506,Vaz/Obervaz,,,,746,Lavigny
351,Bern,,,,747,Lavin
3513,Lantsch/Lenz,,,,748,Le Bouveret
3514,Schmitten (GR),,,,749,Le Brassus
352,Bolligen,,,,750,Le Cerneux-Veusil
353,Bremgarten bei Bern,,,,751,Le Châble
354,Kirchlindach,,,,752,Le Châbles
3542,Albula/Alvra,,,,753,Le Crêt
3543,Surses,,,,754,Le Crêt-près-Semsales
3544,Bergün Filisur,,,,755,Le Landeron
355,Köniz,,,,756,Le Lieu
3551,Brusio,,,,757,Le Locle
356,Muri bei Bern,,,,758,Le Mont Lausanne
3561,Poschiavo,,,,759,Le Mont-sur-Lausanne
357,Oberbalm,,,,760,Le Noirmont
3572,Falera,,,,761,Le Noirmont 
3575,Laax,,,,762,Le Paquier
358,Stettlen,,,,763,Le Peuchapatte
3581,Sagogn,,,,764,Le Prévoux
3582,Schluein,,,,765,Le Pâquier
359,Vechigen,,,,766,Le Sentier
360,Wohlen bei Bern,,,,767,Le Vaud
3603,Vals,,,,768,Le-Mont-sur-Lausanne
361,Zollikofen,,,,769,Lechelles
3618,Lumnezia,,,,770,Leibstadt
3619,Ilanz/Glion,,,,771,Leissigen
362,Ittigen,,,,772,Lenggenwil
363,Ostermundigen,,,,773,Lenk
3633,Fürstenau,,,,774,Lens
3637,Rothenbrunnen,,,,775,Lenzburg
3638,Scharans,,,,776,Lenzerheide
3640,Sils im Domleschg,,,,777,Les Bioux
3661,Cazis,,,,778,Les Bois
3662,Flerden,,,,779,Les Brenets
3663,Masein,,,,780,Les Breuleux
3668,Thusis,,,,781,Les Charbonnieres
3669,Tschappina,,,,782,Les Cullayes
3670,Urmein,,,,783,Les Geneveys-sur-Coffrane
3672,Safiental,,,,784,Les Granges
3673,Domleschg,,,,785,Les Monts de Corsier
3681,Avers,,,,786,Les Monts de Pully
3695,Sufers,,,,787,Les Mosses
37,Ossingen,,,,788,Les Moulins
3701,Andeer,,,,789,Les Ponts-de-Martel
371,Biel/Bienne,,,,790,Les Prés d'Orvin
3711,Rongellen,,,,791,Les Rasses
3712,Zillis-Reischen,,,,792,Leysin
3713,Ferrera,,,,793,Liddes
3714,Rheinwald,,,,794,Liebefeld
372,Evilard,,,,795,Liebefeld Köniz
3721,Bonaduz,,,,796,Lieli
3722,Domat/Ems,,,,797,Lienz
3723,Rhäzüns,,,,798,Lienz Plona
3731,Felsberg,,,,799,Liestal
3732,Flims,,,,800,Lindau
3733,Tamins,,,,801,Linden
3734,Trin,,,,802,Linthal
3746,Zernez,,,,803,Locarno
3752,Samnaun,,,,804,Lohn
3762,Scuol,,,,805,Lommis
3764,Valsot,,,,806,Lommiswil
3781,Bever,,,,807,Lonay
3782,Celerina/Schlarigna,,,,808,Longirod
3783,Madulain,,,,809,Lostorf
3784,Pontresina,,,,810,Lotzwil
3785,La Punt Chamues-ch,,,,811,Luchsingen
3786,Samedan,,,,812,Lugano
3787,St. Moritz,,,,813,Lugnorre
3788,S-chanf,,,,814,Lully
3789,Sils im Engadin/Segl,,,,815,Lumbrein
3790,Silvaplana,,,,816,Lumino
3791,Zuoz,,,,817,Lungern
3792,Bregaglia,,,,818,Lupsingen
38,Rheinau,,,,819,Lustdorf
3804,Buseno,,,,820,Lutry
3805,Castaneda,,,,821,Lutzenberg
3808,Rossa,,,,822,Luven
381,Arch,,,,823,Luzein
3810,Santa Maria in Calanca,,,,824,Luzern
382,Büetigen,,,,825,Lyss
3821,Lostallo,,,,826,Lyssach
3822,Mesocco,,,,827,Längenbühl
3823,Soazza,,,,828,Lätti
383,Büren an der Aare,,,,829,Läufelfingen
3831,Cama,,,,830,Löhningen
3832,Grono,,,,831,Lüchingen
3834,Roveredo (GR),,,,832,Lüterkofen-Ichertswil
3835,San Vittore,,,,833,Lütschental
3837,Calanca,,,,834,Lützelflüh
3847,Val Müstair,,,,835,Madiswil
385,Diessbach bei Büren,,,,836,Magden
3851,Davos,,,,837,Magliaso
386,Dotzigen,,,,838,Maienfeld
3861,Fideris,,,,839,Maisprach
3862,Furna,,,,840,Maladers
3863,Jenaz,,,,841,Malans
387,Lengnau ,,,,842,Malleray
388,Leuzigen,,,,843,Malters
3881,Conters im Prättigau,,,,844,Mamishaus
3882,Küblis,,,,845,Mammern
389,Meienried,,,,846,Mannens
3891,Luzein,,,,847,Marbach
39,Thalheim an der Thur,,,,848,Marin-Epagnier
390,Meinisberg,,,,849,Marly
391,Oberwil bei Büren,,,,850,Marsens
3911,Churwalden,,,,851,Marthalen
392,Pieterlen,,,,852,Martigny
3921,Arosa,,,,853,Mase
393,Rüti bei Büren,,,,854,Masein
3932,Tschiertschen-Praden,,,,855,Massonnens
394,Wengi,,,,856,Mathon
3945,Trimmis,,,,857,Matran
3946,Untervaz,,,,858,Matten
3947,Zizers,,,,859,Mauensee
3951,Fläsch,,,,860,Medeglia
3952,Jenins,,,,861,Medeglia-Monteceneri
3953,Maienfeld,,,,862,Meggen
3954,Malans,,,,863,Meikirch
3955,Landquart,,,,864,Meilen
3961,Grüsch,,,,865,Meiringen
3962,Schiers,,,,866,Mellingen
3972,Seewis im Prättigau,,,,867,Mels
3981,Breil/Brigels,,,,868,Mendriso
3982,Disentis/Mustér,,,,869,Menzingen
3983,Medel (Lucmagn),,,,870,Mergoscia
3985,Sumvitg,,,,871,Merishausen
3986,Tujetsch,,,,872,Merligen
3987,Trun,,,,873,Merlischachen
3988,Obersaxen Mundaun,,,,874,Mesocco
4,Hausen am Albis,,,,875,Meyrin
40,Trüllikon,,,,876,Mezieres
4001,Aarau,,,,877,Middes
4002,Biberstein,,,,878,Mies
4003,Buchs (AG),,,,879,Mollis
4004,Densbüren,,,,880,Monible
4005,Erlinsbach (AG),,,,881,Mont-Pélerin
4006,Gränichen,,,,882,Mont-la-Ville
4007,Hirschthal,,,,883,Montalchez
4008,Küttigen,,,,884,Montbrelloz
4009,Muhen,,,,885,Monte Carasso
401,Aefligen,,,,886,Montezillon
4010,Oberentfelden,,,,887,Montfaucon
4012,Suhr,,,,888,Monthey
4013,Unterentfelden,,,,889,Montlingen
402,Alchenstorf,,,,890,Montpreveyres
4021,Baden,,,,891,Monts de Corsier
4022,Bellikon,,,,892,Monts-de-Corsier
4023,Bergdietikon,,,,893,Moos
4024,Birmenstorf (AG),,,,894,Moosseedorf
4026,Ennetbaden,,,,895,Morbio Inferiore
4027,Fislisbach,,,,896,Morges
4028,Freienwil,,,,897,Morrens
4029,Gebenstorf,,,,898,Mosen
403,Bäriswil,,,,899,Mosnang
4030,Killwangen,,,,900,Moudon
4031,Künten,,,,901,Moutier
4032,Mägenwil,,,,902,Muemliswil
4033,Mellingen,,,,903,Mugena
4034,Neuenhof,,,,904,Muggio
4035,Niederrohrdorf,,,,905,Mund
4037,Oberrohrdorf,,,,906,Muntelier
4038,Obersiggenthal,,,,907,Muolen
4039,Remetschwil,,,,908,Muraz
404,Burgdorf,,,,909,Murgenthal
4040,Spreitenbach,,,,910,Muri
4041,Stetten (AG),,,,911,Murzelen
4042,Turgi,,,,912,Muttenz
4044,Untersiggenthal,,,,913,Männedorf
4045,Wettingen,,,,914,Märwil
4046,Wohlenschwil,,,,915,Mézières
4047,Würenlingen,,,,916,Mönchaltorf
4048,Würenlos,,,,917,Mörschwil
4049,Ehrendingen,,,,918,Mötschwil
405,Ersigen,,,,919,Münchenbuchsee
406,Hasle bei Burgdorf,,,,920,Münchenstein
4061,Arni (AG),,,,921,Münchwilen
4062,Berikon,,,,922,Münsingen
4063,Bremgarten (AG),,,,923,Müselbach
4064,Büttikon,,,,924,Müstair
4065,Dottikon,,,,925,Nassen
4066,Eggenwil,,,,926,Naters
4067,Fischbach-Göslikon,,,,927,Nax
4068,Hägglingen,,,,928,Neftenbach
407,Heimiswil,,,,929,Nendaz
4071,Jonen,,,,930,Nennigkofen
4072,Niederwil (AG),,,,931,Nesselnbach
4073,Oberlunkhofen,,,,932,Nesslau
4074,Oberwil-Lieli,,,,933,Netstal
4075,Rudolfstetten-Friedlisberg,,,,934,Neu St. Johann
4076,Sarmenstorf,,,,935,Neuchatel
4077,Tägerig,,,,936,Neudorf
4078,Uezwil,,,,937,Neuendorf
4079,Unterlunkhofen,,,,938,Neuenegg
408,Hellsau,,,,939,Neuenkirch
4080,Villmergen,,,,940,Neuhausen
4081,Widen,,,,941,Nidau
4082,Wohlen (AG),,,,942,Nidfurn
4083,Zufikon,,,,943,Niederbipp
4084,Islisberg,,,,944,Niederbüren
4091,Auenstein,,,,945,Niedergesteln
4092,Birr,,,,946,Niederglatt
4093,Birrhard,,,,947,Niedergösgen
4094,Bözen,,,,948,Niederhelfenschwil
4095,Brugg,,,,949,Niederneunforn
4096,Effingen,,,,950,Niederscherli
4097,Elfingen,,,,951,Niederteufen
4099,Habsburg,,,,952,Niederuzwil
41,Truttikon,,,,953,Niederwil
410,Höchstetten,,,,954,Nierlet-les-Bois
4100,Hausen (AG),,,,955,Nods
4104,Lupfig,,,,956,Noes
4105,Mandach,,,,957,Noiraigue
4106,Mönthal,,,,958,Noréaz
4107,Mülligen,,,,959,Nottwil
411,Kernenried,,,,960,Noville
4110,Remigen,,,,961,Nufenen
4111,Riniken,,,,962,Nuglar
4112,Rüfenach,,,,963,Näfels
4117,Thalheim (AG),,,,964,Nürensdorf
412,Kirchberg ,,,,965,Oberbalm
4120,Veltheim (AG),,,,966,Oberbipp
4121,Villigen,,,,967,Oberbüren
4122,Villnachern,,,,968,Oberdiessbach
4123,Windisch,,,,969,Oberdorf
4124,Bözberg,,,,970,Oberegg
4125,Schinznach,,,,971,Oberems
413,Koppigen,,,,972,Oberentfelden
4131,Beinwil am See,,,,973,Oberfrittenbach
4132,Birrwil,,,,974,Obergösgen
4133,Burg (AG),,,,975,Oberhelfenschwil
4134,Dürrenäsch,,,,976,Oberhofen
4135,Gontenschwil,,,,977,Oberkirch
4136,Holziken,,,,978,Oberlunkhofen
4137,Leimbach (AG),,,,979,Obernau
4138,Leutwil,,,,980,Oberneunforn
4139,Menziken,,,,981,Oberoenz
414,Krauchthal,,,,982,Oberrickenbach
4140,Oberkulm,,,,983,Oberriet
4141,Reinach (AG),,,,984,Oberrohrdorf
4142,Schlossrued,,,,985,Oberrüti
4143,Schmiedrued,,,,986,Oberschaan
4144,Schöftland,,,,987,Oberschan
4145,Teufenthal (AG),,,,988,Oberschrot
4146,Unterkulm,,,,989,Oberstammheim
4147,Zetzwil,,,,990,Oberterzen
415,Lyssach,,,,991,Oberuzwil
4161,Eiken,,,,992,Oberwald
4163,Frick,,,,993,Oberwangen
4164,Gansingen,,,,994,Oberwil
4165,Gipf-Oberfrick,,,,995,Oberwil b. Bueren
4166,Herznach,,,,996,Oberägeri
4167,Hornussen,,,,997,Oberönz
4169,Kaisten,,,,998,Oensingen
4170,Laufenburg,,,,999,Oeschseite
4172,Münchwilen (AG),,,,1000,Oetwil a.d. Limmat
4173,Oberhof,,,,1001,Oetwil am See
4175,Oeschgen,,,,1002,Oey
4176,Schwaderloch,,,,1003,Ollon
4177,Sisseln,,,,1004,Olsberg AG
4179,Ueken,,,,1005,Olten
418,Oberburg,,,,1006,Onnens
4181,Wittnau,,,,1007,Opfershofen
4182,Wölflinswil,,,,1008,Oppligen
4183,Zeihen,,,,1009,Orbe
4184,Mettauertal,,,,1010,Ormalingen
4191,Ammerswil,,,,1011,Ormallingen
4192,Boniswil,,,,1012,Orselina
4193,Brunegg,,,,1013,Orsières
4194,Dintikon,,,,1014,Orvin
4195,Egliswil,,,,1015,Oschwand
4196,Fahrwangen,,,,1016,Osco
4197,Hallwil,,,,1017,Ossingen
4198,Hendschiken,,,,1018,Ostermundigen
4199,Holderbank (AG),,,,1019,Otelfingen
420,Rüdtligen-Alchenflüh,,,,1020,Othmarsingen AG
4200,Hunzenschwil,,,,1021,Ottenbach
4201,Lenzburg,,,,1022,Ottikon
4202,Meisterschwanden,,,,1023,Ottikon b. Kempthal
4203,Möriken-Wildegg,,,,1024,Ottoberg
4204,Niederlenz,,,,1025,Pamigny
4205,Othmarsingen,,,,1026,Panthaz
4206,Rupperswil,,,,1027,Pany
4207,Schafisheim,,,,1028,Paspels
4208,Seengen,,,,1029,Payerne
4209,Seon,,,,1030,Pensier
421,Rumendingen,,,,1031,Penthalaz
4210,Staufen,,,,1032,Penthaz
422,Rüti bei Lyssach,,,,1033,Perrefitte
4221,Abtwil,,,,1034,Peseux
4222,Aristau,,,,1035,Pfaffnau
4223,Auw,,,,1036,Pfungen
4224,Beinwil (Freiamt),,,,1037,Pfyn
4226,Besenbüren,,,,1038,Pfäfers
4227,Bettwil,,,,1039,Pfäffikon
4228,Boswil,,,,1040,Pfäffikon ZH
4229,Bünzen,,,,1041,Pierrafortscha
423,Willadingen,,,,1042,Pignia
4230,Buttwil,,,,1043,Plaffeien
4231,Dietwil,,,,1044,Plagne
4232,Geltwil,,,,1045,Plan-les-Ouates
4233,Kallern,,,,1046,Plasselb
4234,Merenschwand,,,,1047,Plons
4235,Mühlau,,,,1048,Poliez-Le-Grand
4236,Muri (AG),,,,1049,Poliez-Pittet
4237,Oberrüti,,,,1050,Poliez-le-Grand
4238,Rottenschwil,,,,1051,Pomy
4239,Sins,,,,1052,Porrentruy
424,Wynigen,,,,1053,Port
4240,Waltenschwil,,,,1054,Portalban
4251,Hellikon,,,,1055,Poschiavo
4252,Kaiseraugst,,,,1056,Prangins
4253,Magden,,,,1057,Prato Leventina
4254,Möhlin,,,,1058,Pratteln
4255,Mumpf,,,,1059,Pratval
4256,Obermumpf,,,,1060,Pregassona
4257,Olsberg,,,,1061,Premploz
4258,Rheinfelden,,,,1062,Prez-vers-Siviriez
4259,Schupfart,,,,1063,Prilly
4260,Stein (AG),,,,1064,Präz
4261,Wallbach,,,,1065,Prêles
4262,Wegenstetten,,,,1066,Puidoux
4263,Zeiningen,,,,1067,Putz
4264,Zuzgen,,,,1068,Péry
4271,Aarburg,,,,1069,Quarten
4273,Bottenwil,,,,1070,Rabius
4274,Brittnau,,,,1071,Rafz
4275,Kirchleerau,,,,1072,Ramsen
4276,Kölliken,,,,1073,Ranflüh
4277,Moosleerau,,,,1074,Raperswilen
4279,Murgenthal,,,,1075,Raron
4280,Oftringen,,,,1076,Rebstein
4281,Reitnau,,,,1077,Rechthalten
4282,Rothrist,,,,1078,Rehetobel
4283,Safenwil,,,,1079,Reichenbach
4284,Staffelbach,,,,1080,Reidermoos
4285,Strengelbach,,,,1081,Reinach
4286,Uerkheim,,,,1082,Remetschwil
4287,Vordemwald,,,,1083,Rennaz
4288,Wiliberg,,,,1084,Rheinfelden
4289,Zofingen,,,,1085,Rhäzüns
43,Volken,,,,1086,Riaz
4301,Baldingen,,,,1087,Richterswil
4302,Böbikon,,,,1088,Ricken
4303,Böttstein,,,,1089,Rickenbach
4304,Döttingen,,,,1090,Ricketwil
4305,Endingen,,,,1091,Riddes
4306,Fisibach,,,,1092,Ried-Brig
4307,Full-Reuenthal,,,,1093,Ried-Mörel
4308,Kaiserstuhl,,,,1094,Riedholz
4309,Klingnau,,,,1095,Riedtwil
431,Corgémont,,,,1096,Riein
4310,Koblenz,,,,1097,Riffenmatt
4311,Leibstadt,,,,1098,Riggisberg
4312,Lengnau (AG),,,,1099,Ringgenberg
4313,Leuggern,,,,1100,Ringoldswil
4314,Mellikon,,,,1101,Rodersdorf
4315,Rekingen (AG),,,,1102,Roggwil
4316,Rietheim,,,,1103,Rolle
4317,Rümikon,,,,1104,Romanel-sur-Lausanne
4318,Schneisingen,,,,1105,Romanshorn
4319,Siglistorf,,,,1106,Rombach
432,Cormoret,,,,1107,Romont
4320,Tegerfelden,,,,1108,Rorschacherberg
4322,Wislikofen,,,,1109,Rossemaison
4323,Bad Zurzach,,,,1110,Rossens
433,Cortébert,,,,1111,Rosshäusern
434,Courtelary,,,,1112,Rossrüti
435,La Ferrière,,,,1113,Rothenburg
437,Mont-Tramelan,,,,1114,Rothenthurm
438,Orvin,,,,1115,Rothrist
4401,Arbon,,,,1116,Rothwald
4406,Dozwil,,,,1117,Rotkreuz
441,Renan ,,,,1118,Rudolfingen
4411,Egnach,,,,1119,Rudolfstetten AG
4416,Hefenhofen,,,,1120,Rueras
442,Romont ,,,,1121,Rupperswil
4421,Horn,,,,1122,Ruschein
4426,Kesswil,,,,1123,Russikon
443,Saint-Imier,,,,1124,Ruswil
4431,Roggwil (TG),,,,1125,Ruvigliana
4436,Romanshorn,,,,1126,Röthenbach
444,Sonceboz-Sombeval,,,,1127,Rüderswil
4441,Salmsach,,,,1128,Rüdlingen
4446,Sommeri,,,,1129,Rüeggisberg
445,Sonvilier,,,,1130,Rüegsauschachen
4451,Uttwil,,,,1131,Rüfenacht
446,Tramelan,,,,1132,Rüschegg
4461,Amriswil,,,,1133,Rüschegg-Gambach
4471,Bischofszell,,,,1134,Rüthi
4476,Erlen,,,,1135,Rüti
448,Villeret,,,,1136,Rüttenen
4486,Hauptwil-Gottshaus,,,,1137,S-Chanf
449,Sauge,,,,1138,Saas-Fee
4495,Hohentannen,,,,1139,Sachseln
450,Péry-La Heutte,,,,1140,Safenwil
4501,Kradolf-Schönenberg,,,,1141,Safien-Platz
4506,Sulgen,,,,1142,Safnern
4511,Zihlschlacht-Sitterdorf,,,,1143,Saignelégier
4536,Basadingen-Schlattingen,,,,1144,Saint-Blaise
4545,Diessenhofen,,,,1145,Saint-George
4546,Schlatt (TG),,,,1146,Saint-Gingolph
4551,Aadorf,,,,1147,Saint-Gingolphe
4561,Felben-Wellhausen,,,,1148,Saint-Livres
4566,Frauenfeld,,,,1149,Saint-Légier
4571,Gachnang,,,,1150,Saint-Martin
4590,Hüttlingen,,,,1151,Saint-Oyens
4591,Matzingen,,,,1152,Saint-Prex
4601,Neunforn,,,,1153,Sainte-Croix
4606,Stettfurt,,,,1154,Sala Capriasca
4611,Thundorf,,,,1155,Salez
4616,Uesslingen-Buch,,,,1156,Salins
4621,Warth-Weiningen,,,,1157,Samedan
4641,Altnau,,,,1158,Samstagern
4643,Bottighofen,,,,1159,Sargans
4646,Ermatingen,,,,1160,Sarn
4651,Gottlieben,,,,1161,Satigny
4656,Güttingen,,,,1162,Sauint-Légier
4666,Kemmental,,,,1163,Saulcy
4671,Kreuzlingen,,,,1164,Saules
4681,Langrickenbach,,,,1165,Savagnier
4683,Lengwil,,,,1166,Saviese
4691,Münsterlingen,,,,1167,Savigny
4696,Tägerwilen,,,,1168,Savièse
4701,Wäldi,,,,1169,Sax
4711,Affeltrangen,,,,1170,Saxon
4716,Bettwiesen,,,,1171,Saxonne Ayent
4721,Bichelsee-Balterswil,,,,1172,Schaffhausen
4723,Braunau,,,,1173,Schafisheim
4724,Eschlikon,,,,1174,Schangnau
4726,Fischingen,,,,1175,Scharnachtal
4741,Lommis,,,,1176,Schattdorf
4746,Münchwilen (TG),,,,1177,Schenkon
4751,Rickenbach (TG),,,,1178,Scherz
4756,Schönholzerswilen,,,,1179,Scherzingen
4761,Sirnach,,,,1180,Schlatt
4776,Tobel-Tägerschen,,,,1181,Schleitheim
4781,Wängi,,,,1182,Schliern b. Köniz
4786,Wilen (TG),,,,1183,Schmerikon
4791,Wuppenau,,,,1184,Schmitten
4801,Berlingen,,,,1185,Schnottwil
4806,Eschenz,,,,1186,Schocherswil
4811,Herdern,,,,1187,Schwadernau
4816,Homburg,,,,1188,Schwanden
4821,Hüttwilen,,,,1189,Schwarzenberg
4826,Mammern,,,,1190,Schwarzenburg
4831,Müllheim,,,,1191,Schwarzenegg
4841,Pfyn,,,,1192,Schwellbrunn
4846,Raperswilen,,,,1193,Schwendibach
4851,Salenstein,,,,1194,Schwyz
4864,Steckborn,,,,1195,Schänis
4871,Wagenhausen,,,,1196,Schöftland
4881,Amlikon-Bissegg,,,,1197,Schönenberg
4891,Berg (TG),,,,1198,Schönengrund
4901,Birwinken,,,,1199,Schönried
491,Brüttelen,,,,1200,Schüpfheim
4911,Bürglen (TG),,,,1201,Sciernes-d'Albeuve
492,Erlach,,,,1202,Scuol
4921,Bussnang,,,,1203,Sedrun
493,Finsterhennen,,,,1204,Seedorf
494,Gals,,,,1205,Seengen
4941,Märstetten,,,,1206,Seewen
4946,Weinfelden,,,,1207,Seewis
495,Gampelen,,,,1208,Seewis Dorf
4951,Wigoltingen,,,,1209,Seewis i.P.
496,Ins,,,,1210,Seftigen
497,Lüscherz,,,,1211,Selzach
498,Müntschemier,,,,1212,Sementina
499,Siselen,,,,1213,Sempach
5,Hedingen,,,,1214,Semsales
500,Treiten,,,,1215,Sennwald
5001,Arbedo-Castione,,,,1216,Senzach
5002,Bellinzona,,,,1217,Seon
5003,Cadenazzo,,,,1218,Sevaz
5009,Isone,,,,1219,Sevelen
501,Tschugg,,,,1220,Siblingen
5010,Lumino,,,,1221,Siebnen
5017,Sant'Antonino,,,,1222,Sierre
502,Vinelz,,,,1223,Signau
5048,Acquarossa,,,,1224,Sigriswil
5049,Blenio,,,,1225,Sins
5050,Serravalle,,,,1226,Sion
5061,Airolo,,,,1227,Sirnach
5063,Bedretto,,,,1228,Siselen
5064,Bodio,,,,1229,Sissach
5071,Dalpe,,,,1230,Sivieriez
5072,Faido,,,,1231,Siviriez
5073,Giornico,,,,1232,Solduno
5076,Personico,,,,1233,Solothurn
5077,Pollegio,,,,1234,Sonceboz-Sombeval
5078,Prato (Leventina),,,,1235,Sonvilier
5079,Quinto,,,,1236,Sorens
5091,Ascona,,,,1237,Soyhières
5399,Verzasca,,,,1238,Speicher
5096,Brione sopra Minusio,,,,1239,Spiegel
5097,Brissago,,,,1240,Spiegel b. Bern
51,Bachenbülach,,,,1241,Spiegel bei Bern
5108,Gordola,,,,1242,Spiez
5113,Locarno,,,,1243,Spiezwiler
5115,Losone,,,,1244,Spiringen
5117,Mergoscia,,,,1245,St Legier
5118,Minusio,,,,1246,St Légier
5120,Muralto,,,,1247,St-Imier
5121,Orselina,,,,1248,St-Livre
5125,Ronco sopra Ascona,,,,1249,St-Livres
5131,Tenero-Contra,,,,1250,St-Légier
5136,Onsernone,,,,1251,St-Maurice
5141,Agno,,,,1252,St-Sulpice
5143,Aranno,,,,1253,St. Aubin-Sauges
5144,Arogno,,,,1254,St. GAllen
5146,Astano,,,,1255,St. Gallen
5148,Bedano,,,,1256,St. Légier
5149,Bedigliora,,,,1257,St. Martin
5151,Bioggio,,,,1258,St. Moritz
5154,Bissone,,,,1259,St. Stephan
5160,Brusino Arsizio,,,,1260,St. Ursen
5161,Cademario,,,,1261,St.-Légier-la-Chiésaz
5162,Cadempino,,,,1262,St.Gallen
5167,Canobbio,,,,1263,St.Gallen-Winkeln
5171,Caslano,,,,1264,St.Moritz
5176,Comano,,,,1265,St.Niklausen
5239,Tresa,,,,1266,Staad
5180,Cureglia,,,,1267,Stadel
5181,Curio,,,,1268,Staffelbach
5186,Grancia,,,,1269,Stalden
5187,Gravesano,,,,1270,Staldenried
5189,Lamone,,,,1271,Stans
5192,Lugano,,,,1272,Starrkirch-Wil
5193,Magliaso,,,,1273,Staufen
5194,Manno,,,,1274,Steckborn
5195,Maroggia,,,,1275,Steffisburg
5196,Massagno,,,,1276,Stehrenberg
5197,Melano,,,,1277,Stein
5198,Melide,,,,1278,Stein am Rhein
5199,Mezzovico-Vira,,,,1279,Steinach
52,Bassersdorf,,,,1280,Steinebrunn
5200,Miglieglia,,,,1281,Steinen
5203,Morcote,,,,1282,Steinhausen
5205,Muzzano,,,,1283,Steinmaur
5206,Neggio,,,,1284,Stels
5207,Novaggio,,,,1285,Stettfurt
5208,Origlio,,,,1286,Stoos
5210,Paradiso,,,,1287,Strengelbach
5212,Ponte Capriasca,,,,1288,Studen
5214,Porza,,,,1289,Stäfa
5216,Pura,,,,1290,Suberg
5219,Rovio,,,,1291,Subingen
5221,Savosa,,,,1292,Suchy
5225,Sorengo,,,,1293,Sugiez
5226,Capriasca,,,,1294,Suhr
